City,Cuisine,count
Madrid,"[ 'French', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Madrid,"[ 'Asian', 'Korean', 'Japanese' ]",1
Madrid,"[ 'Lebanese', 'Mediterranean' ]",3
Budapest,"[ 'Japanese', 'Sushi', 'Asian', 'Thai', 'Fusion' ]",1
Luxembourg,[ 'European' ],7
Amsterdam,"[ 'French', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Bar', 'European', 'International' ]",1
Amsterdam,"[ 'Dutch', 'Bar', 'European' ]",8
Amsterdam,"[ 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,[ 'Seafood' ],11
Amsterdam,[ 'Greek' ],3
Amsterdam,"[ 'Fast Food', 'Asian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,"[ 'Barbecue', 'Argentinean', 'Steakhouse', 'South American' ]",1
Amsterdam,"[ 'Turkish', 'Vegetarian Friendly' ]",1
Athens,"[ 'Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
Athens,"[ 'Mediterranean', 'Greek', 'Delicatessen', 'Grill', 'Cafe', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Athens,"[ 'Cafe', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Mediterranean', 'European', 'Spanish', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Barcelona,"[ 'Fast Food', 'Spanish', 'American', 'Bar', 'European', 'Healthy', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'International', 'Mediterranean', 'Spanish', 'European', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Chinese', 'Japanese', 'Asian', 'Seafood', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Barcelona,"[ 'Mexican', 'Latin', 'Central American', 'Vegetarian Friendly' ]",3
Barcelona,"[ 'Mediterranean', 'Healthy', 'European', 'Spanish' ]",1
Barcelona,"[ 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
Barcelona,"[ 'African', 'Caribbean' ]",1
Barcelona,"[ 'European', 'Eastern European', 'Central European', 'Romanian', 'International', 'Mediterranean', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Latin', 'Argentinean' ]",1
Barcelona,"[ 'Bar', 'International', 'Mediterranean', 'European', 'Spanish', 'Pub' ]",1
Barcelona,"[ 'Caribbean', 'Bar', 'Venezuelan', 'South American' ]",1
Barcelona,"[ 'Lebanese', 'Moroccan', 'Mediterranean', 'Turkish', 'Egyptian' ]",1
Berlin,"[ 'American', 'Bar', 'International', 'Grill', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Mediterranean', 'Turkish', 'International', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options' ]",1
Berlin,"[ 'Italian', 'French', 'Pizza', 'Barbecue', 'European', 'Vegetarian Friendly' ]",1
Berlin,[ 'German' ],167
Berlin,"[ 'Mediterranean', 'Greek', 'Grill', 'Diner' ]",1
Bratislava,"[ 'American', 'Grill', 'Diner' ]",1
Bratislava,"[ 'Japanese', 'Fast Food', 'Sushi', 'Asian' ]",1
Budapest,"[ 'Bar', 'European', 'Central European', 'Hungarian', 'International', 'Vegetarian Friendly', 'Vegan Options' ]",2
Budapest,"[ 'Cafe', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options' ]",2
Budapest,"[ 'European', 'Eastern European', 'Central European', 'Hungarian', 'Bar', 'Pub' ]",1
Copenhagen,"[ 'Fast Food', 'Asian', 'Thai', 'Fusion', 'Vegetarian Friendly' ]",1
Copenhagen,"[ 'European', 'Croatian' ]",1
Copenhagen,"[ 'Chinese', 'Asian', 'Korean' ]",1
Dublin,"[ 'Italian', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
Dublin,"[ 'Asian', 'Thai', 'Vegetarian Friendly', 'Gluten Free Options' ]",2
Dublin,"[ 'Italian', 'Pizza', 'Fast Food', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Edinburgh,"[ 'Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",11
Edinburgh,"[ 'Cafe', 'British', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",2
Edinburgh,"[ 'Bar', 'European', 'British', 'Scottish', 'Gastropub', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Geneva,[ 'Thai' ],13
Hamburg,"[ 'Seafood', 'Mediterranean', 'European', 'Spanish', 'Portuguese', 'Vegetarian Friendly', 'Vegan Options' ]",1
Hamburg,"[ 'Italian', 'Mediterranean', 'Vegetarian Friendly' ]",5
Hamburg,"[ 'Japanese', 'Sushi', 'Asian' ]",3
Hamburg,"[ 'European', 'Central European' ]",2
Helsinki,"[ 'Italian', 'French', 'Mediterranean' ]",1
Helsinki,"[ 'European', 'Central European' ]",1
Krakow,"[ 'Italian', 'Polish', 'Pizza', 'European', 'Polynesian' ]",1
Lisbon,"[ 'Mediterranean', 'European', 'Portuguese', 'Vegetarian Friendly' ]",60
Lisbon,"[ 'Brazilian', 'South American' ]",6
Lisbon,"[ 'Steakhouse', 'Brazilian', 'Barbecue' ]",2
Lisbon,"[ 'Bar', 'European', 'Portuguese', 'Mediterranean', 'Fusion', 'Vegetarian Friendly' ]",1
Lisbon,"[ 'Pakistani', 'Indian', 'Middle Eastern', 'Halal', 'Vegetarian Friendly' ]",1
Lisbon,"[ 'Brazilian', 'European', 'Portuguese', 'Wine Bar' ]",1
Lisbon,"[ 'European', 'Fusion', 'Healthy', 'Portuguese', 'Vegetarian Friendly', 'Vegan Options' ]",1
Lisbon,"[ 'European', 'Portuguese', 'Grill' ]",1
Lisbon,"[ 'Italian', 'Indian', 'Portuguese', 'Nepali' ]",1
Lisbon,"[ 'Wine Bar', 'Peruvian', 'Latin', 'Bar', 'Spanish', 'Fusion', 'South American' ]",1
London,"[ 'Seafood', 'Mediterranean', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",5
London,"[ 'British', 'Gluten Free Options', 'Vegetarian Friendly' ]",8
London,"[ 'French', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",2
London,"[ 'Chinese', 'Asian', 'Malaysian', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Bar', 'British', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Bar', 'British', 'Pub', 'European' ]",4
London,"[ 'Mediterranean', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,[ 'Turkish' ],64
London,"[ 'Japanese', 'Asian', 'Soups', 'Sushi', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
London,"[ 'African', 'Moroccan', 'Middle Eastern', 'Mediterranean', 'Halal', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Japanese', 'Peruvian', 'Fusion', 'South American' ]",1
London,"[ 'International', 'European', 'Gluten Free Options' ]",1
London,"[ 'Cafe', 'British', 'Soups' ]",1
London,"[ 'Italian', 'Contemporary' ]",1
London,"[ 'Cafe', 'European', 'Cuban', 'Halal' ]",1
London,"[ 'British', 'European', 'Contemporary' ]",1
London,"[ 'Cafe', 'Middle Eastern', 'Persian' ]",1
Lyon,"[ 'Japanese', 'Sushi', 'Asian' ]",4
Lyon,"[ 'Indian', 'Vegetarian Friendly' ]",3
Lyon,"[ 'Asian', 'Street Food' ]",1
Lyon,[ 'Steakhouse' ],8
Lyon,"[ 'American', 'Bar', 'Pub', 'Brew Pub' ]",1
Madrid,"[ 'American', 'Spanish', 'Contemporary', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Madrid,"[ 'Japanese', 'International', 'Asian', 'Street Food' ]",1
London,"[ 'Cafe', 'British', 'Healthy', 'Italian' ]",1
Amsterdam,"[ 'Indian', 'Asian', 'Nepali', 'Tibetan', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,"[ 'European', 'French', 'International' ]",1
Amsterdam,"[ 'Mediterranean', 'Greek', 'European' ]",1
Athens,"[ 'Wine Bar', 'Greek', 'Delicatessen', 'Gluten Free Options' ]",1
Barcelona,"[ 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options' ]",4
Barcelona,"[ 'Mediterranean', 'European', 'Spanish', 'Vegan Options', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Barcelona,"[ 'Italian', 'Pizza', 'Mediterranean', 'Healthy', 'Vegetarian Friendly' ]",2
Barcelona,"[ 'Fusion', 'Healthy', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Barcelona,"[ 'American', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Barcelona,"[ 'Italian', 'European', 'Pizza', 'Mediterranean' ]",1
Barcelona,"[ 'Moroccan', 'Mediterranean' ]",4
Barcelona,"[ 'Italian', 'French', 'Spanish' ]",1
Barcelona,"[ 'Caribbean', 'Barbecue', 'Cuban' ]",1
Berlin,"[ 'International', 'Contemporary', 'Healthy', 'German', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Berlin,"[ 'Indian', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options' ]",1
Berlin,"[ 'Seafood', 'German', 'European', 'Central European', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Steakhouse', 'Barbecue', 'German' ]",1
Berlin,"[ 'Mexican', 'Latin', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Italian', 'Mediterranean', 'European', 'Grill', 'Fusion', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Mexican', 'American' ]",1
Bratislava,"[ 'International', 'European', 'Bar', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Brussels,"[ 'Bar', 'American', 'Vegetarian Friendly' ]",1
Brussels,"[ 'International', 'European', 'Asian', 'Gastropub', 'Vegetarian Friendly' ]",1
Brussels,"[ 'Italian', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Brussels,"[ 'Italian', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options' ]",1
Brussels,"[ 'Moroccan', 'Middle Eastern', 'African', 'Mediterranean', 'Halal' ]",1
Brussels,"[ 'Japanese', 'Asian', 'Thai', 'Fusion', 'Vegetarian Friendly' ]",1
Brussels,"[ 'Italian', 'Spanish', 'Argentinean', 'South American' ]",1
Brussels,"[ 'Japanese', 'Sushi' ]",9
Brussels,"[ 'Indian', 'Pakistani', 'Vegetarian Friendly', 'Halal' ]",1
Brussels,"[ 'Brew Pub', 'Pub', 'Wine Bar', 'Street Food' ]",1
Brussels,"[ 'Cafe', 'Delicatessen', 'Soups' ]",1
Budapest,"[ 'European', 'Eastern European', 'Central European', 'Hungarian', 'Vegetarian Friendly', 'Vegan Options', 'Kosher', 'Gluten Free Options' ]",3
Budapest,"[ 'Eastern European', 'Central European', 'Hungarian', 'European' ]",5
Budapest,"[ 'European', 'International', 'Healthy', 'Central European', 'Hungarian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Copenhagen,"[ 'American', 'Fast Food', 'Vegetarian Friendly' ]",2
Copenhagen,"[ 'American', 'Steakhouse', 'Barbecue', 'European' ]",1
Copenhagen,"[ 'Irish', 'Bar', 'European', 'Pub', 'International' ]",1
Copenhagen,"[ 'American', 'European' ]",1
Copenhagen,"[ 'Japanese', 'Asian', 'Fusion' ]",1
Copenhagen,"[ 'American', 'Native American' ]",1
Dublin,"[ 'Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
Dublin,"[ 'Irish', 'Cafe', 'European', 'Vegetarian Friendly' ]",4
Dublin,"[ 'Street Food', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Dublin,"[ 'Moroccan', 'Lebanese', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options' ]",1
Dublin,"[ 'Irish', 'Pub' ]",4
Dublin,"[ 'Mexican', 'Fast Food', 'Vegan Options' ]",1
Dublin,"[ 'Irish', 'Brew Pub', 'Pub' ]",1
Edinburgh,"[ 'Scottish', 'European', 'British', 'Vegetarian Friendly' ]",1
Edinburgh,"[ 'French', 'European', 'British', 'Scottish', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Edinburgh,"[ 'Steakhouse', 'Grill', 'Argentinean', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Edinburgh,"[ 'American', 'Pizza', 'Seafood' ]",1
Edinburgh,"[ 'Fast Food', 'American' ]",2
Geneva,"[ 'French', 'Swiss', 'Bar', 'European', 'International', 'Gastropub' ]",1
Geneva,"[ 'Bar', 'Spanish' ]",1
Hamburg,[ 'International' ],24
Hamburg,"[ 'Asian', 'Korean', 'Seafood', 'Sushi' ]",1
Helsinki,"[ 'Bar', 'European', 'Pub', 'Czech', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Helsinki,"[ 'French', 'European', 'Wine Bar', 'Gluten Free Options' ]",1
Helsinki,"[ 'Japanese', 'Sushi' ]",7
Helsinki,"[ 'Japanese', 'Fast Food', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Helsinki,[ 'International' ],7
Helsinki,[ 'Asian' ],4
Krakow,"[ 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options' ]",1
Lisbon,"[ 'Japanese', 'Seafood', 'Mediterranean', 'Sushi', 'European', 'Asian', 'Portuguese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Lisbon,"[ 'Brazilian', 'European', 'Spanish', 'Portuguese', 'South American' ]",1
London,"[ 'French', 'Bar', 'European', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Indian', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",2
London,"[ 'Lebanese', 'Mediterranean', 'Middle Eastern', 'Halal', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Cafe', 'American', 'British', 'Israeli', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Bar', 'British', 'International' ]",3
London,"[ 'Japanese', 'Cafe', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
London,"[ 'Caribbean', 'Fast Food', 'Jamaican', 'Vegetarian Friendly', 'Vegan Options' ]",2
London,"[ 'Indian', 'Asian', 'Eastern European', 'Gluten Free Options', 'Vegetarian Friendly', 'Vegan Options', 'Halal' ]",1
London,"[ 'Lebanese', 'Fast Food', 'Middle Eastern', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Seafood', 'International', 'Gluten Free Options' ]",1
London,"[ 'Fast Food', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Grill', 'Italian', 'Pizza', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Lebanese', 'Arabic', 'Mediterranean', 'Halal', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Cafe', 'Vegan Options' ]",3
London,"[ 'Bar', 'Pizza', 'Cafe' ]",1
London,"[ 'Brazilian', 'African', 'South American', 'Ethiopian' ]",1
London,"[ 'Japanese', 'Asian', 'Fast Food' ]",1
Luxembourg,"[ 'Fast Food', 'European', 'Healthy', 'Swedish', 'Scandinavian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Luxembourg,"[ 'French', 'International' ]",1
Lyon,"[ 'Lebanese', 'Mediterranean' ]",4
Madrid,"[ 'Bar', 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
Madrid,"[ 'Pizza', 'Argentinean', 'South American', 'Italian', 'Vegetarian Friendly' ]",1
Madrid,"[ 'Bar', 'Cafe', 'International', 'Mediterranean', 'Spanish', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Madrid,"[ 'Latin', 'Venezuelan', 'South American' ]",3
Krakow,"[ 'Italian', 'Polish', 'Healthy', 'Wine Bar', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",4
London,"[ 'Lebanese', 'Moroccan', 'Fast Food', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal' ]",1
London,"[ 'Bar', 'Spanish', 'Pub', 'Mediterranean' ]",1
Madrid,"[ 'Bar', 'Mediterranean', 'Spanish', 'Pub', 'European' ]",2
Amsterdam,"[ 'French', 'International', 'European', 'Vegetarian Friendly', 'Gluten Free Options' ]",2
Amsterdam,"[ 'Dutch', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",19
Amsterdam,"[ 'European', 'Dutch', 'Vegetarian Friendly', 'Gluten Free Options' ]",3
Amsterdam,"[ 'International', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",1
Amsterdam,"[ 'Italian', 'Bar', 'European', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly' ]",6
Amsterdam,"[ 'Georgian', 'Vegetarian Friendly' ]",1
Amsterdam,"[ 'Sushi', 'Asian', 'Japanese' ]",1
Athens,"[ 'Mediterranean', 'Greek', 'Bar', 'European', 'Pub', 'Vegetarian Friendly' ]",1
Athens,"[ 'Bar', 'Mediterranean', 'European', 'Greek', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Steakhouse', 'Barbecue', 'Mediterranean', 'European', 'Spanish', 'Grill', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Barcelona,"[ 'Mediterranean', 'Spanish', 'Wine Bar', 'Seafood' ]",1
Barcelona,"[ 'Mediterranean', 'Barbecue', 'Delicatessen', 'Street Food', 'Steakhouse', 'Spanish', 'Argentinean', 'South American' ]",1
Barcelona,"[ 'Cafe', 'Fast Food', 'Mediterranean', 'Healthy' ]",1
Barcelona,"[ 'Cafe', 'European', 'Healthy', 'Australian', 'Gastropub' ]",1
Berlin,"[ 'Middle Eastern', 'Arabic', 'Vegetarian Friendly', 'Vegan Options', 'Halal' ]",1
Berlin,"[ 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly' ]",2
Berlin,"[ 'European', 'Grill', 'Central European', 'German', 'Barbecue', 'Vegetarian Friendly' ]",1
Berlin,"[ 'Fast Food', 'Mediterranean', 'Middle Eastern', 'Lebanese', 'European', 'Turkish', 'Halal', 'Vegetarian Friendly', 'Vegan Options' ]",1
Berlin,"[ 'American', 'Grill', 'Fusion' ]",1
Berlin,"[ 'Asian', 'Malaysian' ]",1
Berlin,"[ 'European', 'Swedish' ]",1
Bratislava,"[ 'Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Bratislava,"[ 'Bar', 'Central European', 'European', 'Pub', 'Vegetarian Friendly' ]",1
Bratislava,"[ 'European', 'Healthy', 'Central European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Brussels,"[ 'African', 'Ethiopian', 'Vegetarian Friendly', 'Vegan Options' ]",1
Brussels,"[ 'Belgian', 'French', 'European', 'Gluten Free Options' ]",1
Brussels,"[ 'Vegetarian Friendly', 'Vegan Options' ]",6
Brussels,"[ 'Mexican', 'South American', 'Central American', 'Vegetarian Friendly' ]",1
Brussels,"[ 'Pub', 'Irish', 'Brew Pub' ]",1
Brussels,"[ 'Belgian', 'Argentinean', 'European' ]",1
Brussels,"[ 'Fast Food', 'Soups', 'Vegan Options', 'Vegetarian Friendly' ]",1
Brussels,"[ 'Moroccan', 'Seafood', 'Mediterranean' ]",1
Budapest,"[ 'International', 'Grill', 'Barbecue', 'European', 'Central European', 'Hungarian', 'Eastern European', 'Vegetarian Friendly', 'Gluten Free Options' ]",1
Budapest,"[ 'Italian', 'Pizza', 'Street Food' ]",3
Budapest,"[ 'International', 'Hungarian' ]",1
Budapest,"[ 'Chinese', 'Sushi' ]",1
Copenhagen,"[ 'Seafood', 'Grill', 'Danish', 'Bar' ]",1
Copenhagen,"[ 'Fast Food', 'Turkish', 'Middle Eastern', 'Halal', 'Vegetarian Friendly' ]",3
Dublin,"[ 'Chinese', 'Asian', 'Fusion', 'Vegetarian Friendly', 'Vegan Options' ]",1
Dublin,"[ 'Irish', 'Contemporary', 'European', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
Dublin,"[ 'Chinese', 'Asian', 'Thai', 'Malaysian' ]",1
Edinburgh,"[ 'Bar', 'British', 'Pub', 'Scottish', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",9
Edinburgh,"[ 'American', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Edinburgh,"[ 'Indian', 'Asian', 'Balti', 'Pakistani', 'Halal', 'Vegetarian Friendly' ]",1
Geneva,"[ 'Italian', 'Vegetarian Friendly' ]",1
Geneva,"[ 'French', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'International', 'European', 'German', 'Central European', 'Scandinavian', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'German', 'Fast Food', 'European', 'Vegetarian Friendly' ]",1
Hamburg,"[ 'French', 'Cafe', 'Mediterranean', 'European', 'Wine Bar' ]",1
Hamburg,"[ 'French', 'European' ]",1
Helsinki,"[ 'Nepali', 'Asian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",2
Helsinki,"[ 'Chinese', 'Asian', 'Fast Food' ]",1
Helsinki,"[ 'French', 'Cafe' ]",1
Krakow,"[ 'Polish', 'Bar', 'Pub', 'Eastern European' ]",2
Krakow,"[ 'Polish', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Krakow,"[ 'Japanese', 'Asian', 'Korean', 'Soups' ]",1
Krakow,"[ 'Belgian', 'Dutch', 'Fast Food', 'European' ]",1
Krakow,"[ 'Italian', 'Polish', 'Pizza', 'European' ]",4
Lisbon,"[ 'Persian', 'Vegetarian Friendly', 'Vegan Options', 'Halal' ]",1
Lisbon,"[ 'Mediterranean', 'European', 'Healthy', 'Portuguese', 'Contemporary', 'Vegetarian Friendly', 'Vegan Options' ]",1
Lisbon,[ 'South American' ],1
Lisbon,"[ 'Steakhouse', 'International' ]",1
Lisbon,"[ 'Cafe', 'Healthy', 'Soups' ]",1
Lisbon,"[ 'American', 'Cafe', 'International', 'European' ]",1
Ljubljana,"[ 'Italian', 'Mediterranean', 'Pizza', 'European' ]",1
Ljubljana,"[ 'Mediterranean', 'European', 'Slovenian' ]",2
Ljubljana,"[ 'Mediterranean', 'European' ]",1
London,[ 'Bar' ],38
London,"[ 'Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",2
London,"[ 'Asian', 'Vegetarian Friendly', 'Gluten Free Options' ]",2
London,"[ 'Italian', 'Cafe', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Vegan Options' ]",3
London,"[ 'French', 'Bar', 'European', 'Pub', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
London,"[ 'American', 'British', 'Diner', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
London,"[ 'Lebanese', 'Moroccan', 'Mediterranean', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options', 'Halal', 'Gluten Free Options' ]",1
London,"[ 'Asian', 'Korean', 'Healthy', 'Vegetarian Friendly' ]",1
London,"[ 'French', 'Delicatessen', 'Wine Bar', 'Vegetarian Friendly' ]",1
London,"[ 'Mexican', 'Fast Food', 'Central American', 'Gluten Free Options' ]",1
London,"[ 'Healthy', 'Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options' ]",1
London,"[ 'Italian', 'Lebanese', 'Mediterranean', 'Middle Eastern' ]",1
London,"[ 'Indian', 'Asian', 'Vegan Options', 'Vegetarian Friendly' ]",1
London,"[ 'European', 'Soups', 'Belgian', 'Cafe', 'Vegetarian Friendly', 'Vegan Options' ]",1
London,"[ 'Pub', 'International', 'British', 'Gastropub' ]",1
London,"[ 'Mexican', 'Fast Food', 'Central American', 'Latin', 'Vegetarian Friendly' ]",1
London,"[ 'Spanish', 'Contemporary' ]",1
London,"[ 'British', 'Grill' ]",1
London,"[ 'Cafe', 'Mediterranean', 'Halal' ]",1
Luxembourg,"[ 'French', 'Cafe', 'Delicatessen', 'International', 'Vegetarian Friendly' ]",1
Luxembourg,"[ 'Peruvian', 'Latin', 'South American', 'Vegetarian Friendly', 'Vegan Options' ]",1
Luxembourg,"[ 'German', 'European' ]",1
Lyon,"[ 'Bar', 'Spanish' ]",1
Lyon,"[ 'Italian', 'Wine Bar' ]",1
Lyon,"[ 'Italian', 'Pizza', 'Street Food' ]",2
Madrid,"[ 'Pizza', 'Argentinean' ]",1
Madrid,"[ 'Italian', 'Pizza', 'European' ]",1
Madrid,"[ 'Brazilian', 'South American' ]",7
Amsterdam,"[ 'Steakhouse', 'Barbecue', 'European', 'Grill', 'Vegetarian Friendly' ]",1
Amsterdam,"[ 'Dutch', 'Bar', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",3
Amsterdam,"[ 'Cafe', 'European', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Amsterdam,"[ 'Dutch', 'Seafood', 'European', 'Pub', 'Bar' ]",1
Amsterdam,"[ 'Bar', 'Gastropub', 'Pub', 'Australian', 'Vegetarian Friendly' ]",1
Amsterdam,"[ 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Gluten Free Options' ]",3
Amsterdam,"[ 'Turkish', 'Mediterranean', 'Middle Eastern', 'Halal', 'Vegetarian Friendly' ]",1
Amsterdam,"[ 'Italian', 'Pizza', 'European' ]",14
Amsterdam,"[ 'Italian', 'French', 'Dutch', 'Bar', 'Mediterranean', 'European', 'Cafe', 'International', 'Pub' ]",1
Amsterdam,"[ 'International', 'Mediterranean', 'Greek' ]",1
Athens,"[ 'Cafe', 'Greek', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Athens,"[ 'Fast Food', 'Mediterranean', 'Greek', 'Vegetarian Friendly' ]",3
Athens,"[ 'Bar', 'Pizza', 'Cafe', 'Greek', 'International', 'Vegetarian Friendly', 'Vegan Options' ]",1
Athens,"[ 'Mediterranean', 'European', 'Spanish', 'Wine Bar', 'Vegetarian Friendly' ]",1
Athens,"[ 'Mediterranean', 'Wine Bar' ]",1
Barcelona,"[ 'American', 'Cafe', 'Mediterranean', 'European', 'Spanish', 'International', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options' ]",1
Barcelona,"[ 'Spanish', 'Delicatessen', 'Gluten Free Options' ]",1
Barcelona,"[ 'Asian', 'Thai', 'Soups', 'Vegetarian Friendly' ]",1
Barcelona,"[ 'Pizza', 'Italian' ]",3
